track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
Jewel,Flume,spotify:track:7cPO2IPraPDlGIguekShlV,0.464,0.496,0,-6.688,1,0.0447,0.163,0.000501,0.783,0.0803,113.317,193732,4,51.63625,9,0,2010
Not a Daughter,Agoraphobic Nosebleed,spotify:track:2KYQTOhhOjLiHtiJkgkqWh,0.236,0.911,9,-5.437,1,0.0675,3.74e-06,0.842,0.137,0.167,144.896,419538,4,45.96659,11,0,2010
Shots,Lil Jon,spotify:track:7cWNahjynBEP4wuXXhU0m6,0.822,0.865,1,-2.441,1,0.0469,0.00889,1.27e-06,0.122,0.169,128.017,218000,4,45.09619,10,0,2010
The Obelus,Novembers Doom,spotify:track:5xMdNZDNEERWjfWGTXOjpk,0.494,0.934,8,-13.348,1,0.0561,1.15e-05,0.0606,0.212,0.182,130.026,346004,4,44.92382,14,0,2010
Boggie Bounce,Shonlock,spotify:track:6kG9aHIyH9CKIHE6iDGca8,0.861,0.592,10,-5.603,0,0.0965,0.127,0.0,0.205,0.391,105.993,223003,4,24.15901,11,0,2010
Children of Doom,Helllight,spotify:track:2UQkXhgKgW3GP1gJiM1xqa,0.0752,0.361,4,-10.133,1,0.0324,0.000135,0.815,0.0708,0.0392,79.46,739827,4,18.11812,40,0,2010
I Am the Beasts of Death,Winterwolf,spotify:track:5c3EXg1Oa7LtSpAfxxhUTG,0.164,0.91,6,-10.353,1,0.0887,8.64e-06,0.914,0.276,0.178,94.964,285808,4,81.95574,8,0,2010
Ska-Metal,Cólera,spotify:track:2L1e4K4qIVU3q3sypht0OX,0.421,0.952,5,-5.746,1,0.262,0.0818,0.00023,0.0814,0.531,83.468,206629,4,26.88392,7,0,2010
Plus Ultra,Carousel Kings,spotify:track:5WLvGmjfyAEYCvFNsLon0i,0.495,0.974,6,-3.596,1,0.109,2.72e-05,6.81e-06,0.166,0.487,90.999,195387,4,42.85378,10,0,2010
COUNTRY,Dean Blunt,spotify:track:1ELigAvakqysvIg1qURxPW,0.479,0.868,1,-7.715,1,0.344,0.209,0.724,0.201,0.494,48.888,130987,4,53.20178,5,0,2010
Anarchy Road,Carpenter Brut,spotify:track:76Y7zlowwANR9HfRIOiDoc,0.55,0.843,6,-3.038,0,0.0375,0.00384,0.294,0.319,0.204,107.005,213084,4,36.46358,7,0,2010
Ballad Of The Sad Young Men,Charles Lloyd,spotify:track:2seZ8ZHnD5RQBkhT8RsBZu,0.474,0.112,0,-17.762,1,0.0297,0.974,0.873,0.112,0.116,106.514,377320,4,18.35119,16,0,2010
Metal Opus 1 C#m,Golden Resurrection,spotify:track:6W3Xaav5fVlsYACoB9HzV5,0.158,0.872,9,-7.15,1,0.05,8.1e-05,0.942,0.132,0.5,159.915,261733,4,39.22244,12,0,2010
Proud of You,A L E X,spotify:track:6mRmaBAb8ysO3pcGDaegL2,0.82,0.281,8,-15.194,0,0.0802,0.869,0.961,0.0925,0.62,104.988,182869,4,81.87351,5,0,2010
Smoking in the Rental,Ducktails,spotify:track:1EcWJJXyIDFjn7UZsfb8wO,0.66,0.554,8,-9.219,1,0.072,0.311,0.862,0.0896,0.854,79.958,172042,4,51.02722,7,0,2010
Killin Dem,Zlatan,spotify:track:4cxyQw1AKCVqa9JVSN7njk,0.876,0.808,3,-5.382,0,0.176,0.107,0.00447,0.121,0.745,112.923,220885,4,29.4718,11,0,2010
Chebika - Claudio Mate Metal Remix,Stefano Patarnello,spotify:track:5ogO08piWMP73zAB1nip13,0.624,0.863,7,-8.142,0,0.03,3.78e-06,0.945,0.0849,0.0394,119.993,386000,4,58.49512,12,0,2010
Feel The Music,Guru,spotify:track:2oIOQZ4F8OIq6eImaANR00,0.783,0.605,4,-10.574,1,0.106,0.0222,0.00499,0.265,0.848,100.397,237733,4,17.37893,9,0,2010
Casino De Capri,The Bahama Soul Club,spotify:track:6DuhmGmdmxNDEdSqH7Sjt9,0.767,0.471,3,-10.892,0,0.0328,0.18,0.867,0.0797,0.539,109.983,270374,4,105.55665,9,0,2010
OMG Rock n Roll,Kevin Morby,spotify:track:002ZKDDKt6oObJzIQq5Mrv,0.427,0.774,9,-4.377,1,0.0502,0.287,0.678,0.108,0.154,125.113,149120,4,24.18619,8,0,2010
When Doomdays Has Come,Procession,spotify:track:0ogteGLYh2l3HHEIMXbp3U,0.281,0.962,8,-5.752,1,0.0832,0.000228,5.99e-05,0.0648,0.485,121.272,218759,4,34.25348,11,0,2010
Cornbread and Butterbeans,Carolina Chocolate Drops,spotify:track:0Szig4psER1ESRarCgahmn,0.67,0.454,7,-8.477,1,0.0367,0.853,0.0,0.119,0.793,110.983,189760,4,28.9985,8,0,2010
I Feel Alive,Ramin Djawadi,spotify:track:2GP6cPGsGLtiy99uJZ5ZL5,0.0707,0.0661,5,-22.432,0,0.0403,0.941,0.979,0.0868,0.0326,76.239,159623,5,48.00945,6,0,2010
Moon,Kid Francescoli,spotify:track:0Nc1rZEB2tZLgpxw5nkpEu,0.663,0.658,2,-10.001,1,0.0345,0.295,0.867,0.102,0.0532,117.986,390639,4,48.29727,16,0,2010
Fed Upon Odium,Beheaded,spotify:track:7iz4bbW4A8zbNOfYN9dgTp,0.218,0.986,1,-4.865,0,0.166,6.09e-05,0.051,0.191,0.0364,81.226,247381,4,31.12695,12,0,2010
Worried Man Blues,The Carter Family,spotify:track:4udqeAFUTO8nCw2cjsTwVX,0.714,0.344,10,-13.333,1,0.032,0.746,0.0,0.119,0.769,106.685,166413,4,40.55773,10,0,2010
How Can I Tell You - Live,Charles Lloyd,spotify:track:4ZUlQw3KS7qiBrgJxSyel0,0.385,0.3,3,-12.746,1,0.0363,0.975,0.374,0.769,0.253,90.703,586186,4,38.30842,25,0,2010
Gravedigger's Chant,Zeal & Ardor,spotify:track:1vWWlYogjUMdHOpZEQkLEw,0.521,0.58,7,-7.155,1,0.0312,0.103,0.007,0.194,0.377,63.978,191213,3,47.01529,6,0,2010
Screaming,Marshall Law,spotify:track:2eyEDTlRU8xhcnopzQUh0X,0.313,0.852,11,-13.922,0,0.0614,0.00115,0.689,0.3,0.357,189.584,308640,4,112.30943,7,0,2010
Offline,Diljit Dosanjh,spotify:track:706gHej9w5VoOCHVOkgHRs,0.731,0.487,8,-7.63,0,0.0464,0.629,0.0,0.089,0.45,94.999,197521,4,32.0709,8,0,2010
Hopeful Shivering,Apocryphal,spotify:track:3xy2AxrchPiAtx4AHkM5UZ,0.547,0.647,11,-9.015,0,0.0371,0.124,0.00752,0.104,0.182,120.045,392375,4,50.51804,17,0,2010
Fade To Black,Apoptygma Berzerk,spotify:track:0XrMaMIwibOjhxw7bNpjOM,0.501,0.958,7,-5.64,1,0.0444,0.00133,0.616,0.0888,0.426,131.986,300747,4,44.59071,10,0,2010
Howl In the Sky,Biscaya,spotify:track:6qci8ivMbW2Be81nfqG5jY,0.334,0.963,9,-7.399,1,0.108,0.000982,0.00678,0.115,0.122,130.387,291867,4,45.24102,10,0,2010
Battle for Pride Rock,Hans Zimmer,spotify:track:2WGNFmRcApRC8znCuGtfXJ,0.177,0.473,0,-12.152,1,0.0489,0.233,0.895,0.167,0.0514,100.873,661067,4,19.70407,22,0,2010
Heart of Courage,Thomas Bergersen,spotify:track:4JtvyWkWQTPVcroZf8JJkp,0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,117395,4,41.91236,6,0,2010
Home,Efence,spotify:track:2r5LyjwSPG7PVsXnKQ8iZQ,0.661,0.567,8,-11.64,0,0.0372,0.683,0.904,0.115,0.0396,120.033,196000,4,52.26669,8,0,2010
Future Universal Histories,Solefald,spotify:track:1Ua8hlm9Qdzh7njb6DbDOH,0.261,0.925,4,-4.691,0,0.144,0.00498,0.00433,0.286,0.212,95.031,408125,4,36.61763,14,0,2010
God's Great Dance Floor - Remix,Reyer,spotify:track:1tEDlKg1Rmv9sE6z1XR6Vy,0.618,0.565,6,-8.575,0,0.0916,0.00993,7.65e-05,0.0835,0.628,127.985,230156,4,39.87189,8,0,2010
"Freiheit, Gleichheit, Brüderlichkeit",Die Apokalyptischen Reiter,spotify:track:2li2HeP3G9eWYW80QKOSW4,0.559,0.938,0,-4.388,1,0.0514,0.000398,1.24e-05,0.153,0.46,133.979,208413,4,50.2328,9,0,2010
The Sacristan,Arve Henriksen,spotify:track:2qpYQYAcYlQSxJjAs11fty,0.309,0.0126,6,-20.379,0,0.0451,0.988,0.864,0.106,0.0784,119.8,191706,5,19.99275,12,0,2010
A Clear Mind,Julius Aston,spotify:track:2pypBNUUzViaP7Dswi9zpF,0.268,0.0058,10,-31.607,1,0.0466,0.992,0.929,0.124,0.126,69.709,173697,3,30.20762,6,0,2010
Loungin',Guru,spotify:track:60kFLAgyjxu8rK2eIRjxaa,0.725,0.681,10,-9.823,0,0.202,0.0774,1.13e-06,0.91,0.71,99.074,278227,4,46.69692,13,0,2010
EL TORO COMBO MEAL (feat. Mavi),Earl Sweatshirt,spotify:track:4PBRfiwBQiFkZVZED0ktV7,0.45,0.871,10,-4.542,0,0.353,0.874,4.63e-06,0.395,0.347,85.922,151861,4,30.18137,8,0,2010
Hidden in the Deep,Satanika,spotify:track:3H8KoZieG4gzuaujtTl2iL,0.52,0.985,2,-6.188,1,0.17,5.48e-05,0.943,0.196,0.0369,99.969,252000,4,36.00995,12,0,2010
Turtles All the Way Down,Sturgill Simpson,spotify:track:4NE3oWyUQI2b2NjyMyC8Bi,0.553,0.314,4,-9.217,1,0.0396,0.306,0.000578,0.104,0.585,91.7,188187,4,29.19948,8,0,2010
Tendu - Spinning Song for Ballet Class,Ballet L'école,spotify:track:3wP1xBMeSYH4pe1zAjqUIV,0.604,0.222,0,-19.021,1,0.0911,0.952,0.895,0.0951,0.33,125.291,50600,4,19.9824,4,0,2010
Falls,Bayonne,spotify:track:3rO7acmvb3TTaFBUD9jI1i,0.475,0.751,10,-4.806,1,0.0271,0.643,0.855,0.129,0.142,81.532,240108,4,45.4899,7,0,2010
Revolution (feat. First Aid Kit),Van William,spotify:track:5DocsREEQteuxe8uQC1YaP,0.442,0.655,11,-6.617,1,0.0382,0.342,3.96e-06,0.184,0.541,159.964,235947,4,36.98439,9,0,2010
Adrienne,Vanessa Paradis,spotify:track:7iiJXTMBcz8SvqaLr9B2tC,0.681,0.588,5,-8.977,1,0.0299,0.398,0.00622,0.0906,0.726,124.933,205653,4,36.25127,12,0,2010
Ghar More Pardesiya,Shreya Ghoshal,spotify:track:1bx6spmieE655BQvWdTYKA,0.703,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,319636,4,22.93381,14,0,2010
Belly Ring,Mika Singh,spotify:track:4Kx8EQ9goBmUGpvDP8i5Ib,0.822,0.84,1,-4.093,0,0.145,0.102,4.36e-06,0.0613,0.785,106.0,179646,4,78.34616,7,0,2010
Test & Recognise - Flume Re-work,Seekae,spotify:track:24BYTj1tb5ovZcnIbtdTYD,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769,303661,4,36.63937,12,0,2010
Black Brick,Deafheaven,spotify:track:63OqMoUP4Racq9holZo6dU,0.194,0.946,2,-5.04,0,0.0742,1.72e-05,0.858,0.355,0.0534,98.626,447298,4,80.29332,15,0,2010
Science Beat,Have A Nice Life,spotify:track:7t0LDGGUo33r1iACJK8S6a,0.354,0.391,10,-15.346,1,0.0302,0.0363,0.789,0.148,0.625,151.018,335958,3,78.25467,19,0,2010
Puppet Master (feat. B Real & Dr. Dre),DJ Muggs,spotify:track:5WhyUwI1SgW6rev1PAVkq9,0.599,0.491,10,-11.666,0,0.429,0.0395,0.00068,0.655,0.429,177.122,300133,4,17.62022,9,0,2010
The Clearing Blind,Novembers Doom,spotify:track:21z7uOXvnrB92DMkZo8Bsr,0.406,0.662,0,-12.605,0,0.0309,0.000189,0.000358,0.0679,0.362,82.549,339844,3,59.17613,11,0,2010
I Just CAN't Stop,JFC,spotify:track:36wOcf3R4KJzqkGtWVskz9,0.445,0.949,7,-2.691,0,0.171,0.149,0.0,0.139,0.384,150.058,260992,4,27.19157,13,0,2010
Spiegel im Spiegel,Arvo Pärt,spotify:track:2uJ1OkUOhCjfvoKAhFPZgf,0.178,0.0658,5,-21.197,1,0.036,0.984,0.0134,0.0594,0.0848,74.763,623280,3,25.40082,31,0,2010
Thrash Violento,Holocausto,spotify:track:32ckrDjyX2bct4zH5drExg,0.338,0.983,7,-5.716,1,0.106,0.000316,0.0,0.697,0.234,102.663,156735,4,38.47368,10,0,2010
Island Life,Wolfgang Haffner,spotify:track:0vNjLKxmU7Oe5FhARox0QN,0.764,0.176,2,-13.185,1,0.0392,0.31,0.874,0.0869,0.165,114.031,299280,4,43.18819,12,0,2010
Raise a Hallelujah (Studio Version),Bethel Music,spotify:track:4LnHfZGEitmIVS17wndaUI,0.42,0.823,1,-4.889,1,0.0434,0.00985,0.0,0.103,0.517,163.997,244040,4,29.29767,12,0,2010
The Curse of the Black Rose (Live),Silent Knight,spotify:track:40OLIFGFrhc8BjmASbzewU,0.316,0.987,7,-3.501,0,0.124,2.04e-06,0.0377,0.348,0.137,159.983,227573,4,50.24418,12,0,2010
C'est la vie - Acoustic,Bobby Bazini,spotify:track:4f48FtoiA35zlY3rjQbawF,0.524,0.303,0,-6.772,1,0.0467,0.842,0.0,0.11,0.523,185.629,207907,4,27.47091,9,0,2010
Metal Negro,Imperius Profanus,spotify:track:0b3Pbb3HX0tILWwIHcSHLO,0.168,0.995,6,-1.236,0,0.293,1.35e-06,0.972,0.184,0.0699,163.599,253907,4,38.08046,11,0,2010
Deep Dream,Niigata,spotify:track:6uZqFdxRsSXgswqtKKBYK7,0.179,0.0972,7,-26.884,0,0.0481,0.991,0.942,0.101,0.218,132.111,224981,4,40.65247,10,0,2010
Calle Cartel - Original Mix,Knowa Knowone,spotify:track:5CNGrHPF80WzrMagC74Ypa,0.685,0.863,7,-5.133,1,0.222,0.00525,0.438,0.312,0.53,183.944,262478,4,20.55789,11,0,2010
Crystal Eyes,Mark Farner,spotify:track:5oaZGT3G6vaStYrnKGsaPm,0.62,0.748,2,-8.726,1,0.0298,0.0639,8.65e-05,0.141,0.628,96.52,236307,4,45.82593,10,0,2010
Nimeni on Feeniks,Synestesia,spotify:track:3bAwS9fv6erNiz0AQaEdwN,0.51,0.997,11,-3.336,0,0.17,2.87e-05,0.937,0.405,0.102,120.06,190947,3,83.43969,6,0,2010
"Black Death, Nonetheless",Anorexia Nervosa,spotify:track:2fb4HnDnHBrCMBpg0GkdlI,0.271,0.897,1,-4.406,1,0.0576,4.01e-06,0.216,0.377,0.211,107.44,317200,4,40.9193,9,0,2010
Circle,Feelds,spotify:track:30VCvIwyhgUXhJX7mN49C7,0.604,0.509,0,-6.467,1,0.0363,0.227,1.36e-05,0.112,0.198,86.039,180967,4,39.14489,8,0,2010
Light,Sleeping At Last,spotify:track:5uq3x8Pg8HAj8qNwPFOzfl,0.224,0.387,0,-9.022,1,0.0287,0.532,0.00548,0.0689,0.0395,104.566,262533,4,39.08205,9,0,2010
Beats That,Damma Beatz,spotify:track:02PsAuDOg0oN1CFDl8nujf,0.733,0.562,6,-9.647,0,0.0763,0.606,0.934,0.0932,0.34,90.05,168000,4,65.05178,7,0,2010
Music for Zen Meditation,Dr. Sounds,spotify:track:3KXKtSkg1Q4nviG9mfRx5A,0.108,0.0211,2,-29.137,0,0.0492,0.954,0.939,0.101,0.0321,80.811,403776,4,18.63278,23,0,2010
I Hit It First,Hella,spotify:track:4b2f8CQLBKJXmkqc6QfUBU,0.599,0.756,7,-8.592,0,0.0407,0.0502,0.0534,0.18,0.145,98.006,204704,4,67.38042,7,0,2010
"Cello Suite No. 1 in G Major, BWV 1007: II. Allemande",Johann Sebastian Bach,spotify:track:7dGshs3Bzxe1B0vOIA0723,0.399,0.0374,7,-28.436,1,0.0629,0.961,0.839,0.0965,0.825,75.062,238853,4,36.08365,11,0,2010
Vanille fraise,L'Impératrice,spotify:track:7nZ9CzhiFRPhOQCn7eDSnn,0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,238183,4,20.39697,9,0,2010
Sauda Khara Khara,Diljit Dosanjh,spotify:track:4LLvxxkWtt818FNO3cbsdo,0.687,0.919,10,-3.28,1,0.0635,0.0939,4.38e-06,0.105,0.877,145.037,211034,4,28.57076,10,0,2010
Blind Contour Drawing For Piano,Gregg Kowalsky,spotify:track:6hrF10rkMzpwnZ8wckkHQS,0.241,0.126,9,-20.532,1,0.0335,0.939,0.774,0.0721,0.0524,68.321,314677,3,112.17614,8,0,2010
Metal Glo - Luca Lozano + Mr. Ho Remix,Roza Terenzi,spotify:track:1UOm9cnptHHi7YvkSUrpuA,0.795,0.903,0,-8.295,0,0.047,0.000605,0.911,0.149,0.468,127.999,431475,4,61.14399,12,0,2010
Got That Swing - Original Mix,Crazy Daylight,spotify:track:00xedL8WtTPawd35w1D5EY,0.792,0.764,5,-5.748,0,0.131,0.0956,0.00446,0.0515,0.601,99.989,225513,4,29.73965,10,0,2010
Lost - Live,Visions of Atlantis,spotify:track:0q3I93sTV4m6SAvJDQduir,0.423,0.955,1,-7.547,1,0.169,0.000137,0.00775,0.953,0.113,85.004,248213,4,19.58161,9,0,2010
Black Rock 'n' Roll - Live,Midnight,spotify:track:0jDDiYjo7eNuvAxAm8GWF5,0.182,0.915,8,-3.89,1,0.0956,5.33e-05,0.675,0.705,0.323,130.697,184693,4,33.07398,11,0,2010
Havoc,Borknagar,spotify:track:5QZPJVZBG9DrsdWJ8jype5,0.258,0.96,11,-5.514,1,0.087,0.000408,0.347,0.0673,0.141,175.106,401031,4,68.70535,17,0,2010
The Whispers,Harold Budd,spotify:track:4VH3rKj1tmhUZtX3U43jBq,0.228,0.00385,9,-35.213,0,0.0449,0.995,0.917,0.0858,0.117,141.201,163000,3,32.84297,7,0,2010
White Christmas,Iggy Pop,spotify:track:78z7xO1cYmbt6ceOIooG4X,0.491,0.469,1,-7.954,1,0.0251,0.681,0.675,0.201,0.566,84.982,207527,4,34.84812,10,0,2010
All There,Jeezy,spotify:track:4l5lF04xjhTfYSopCXc4FU,0.685,0.768,4,-2.753,1,0.0336,0.0584,0.0,0.144,0.322,72.49,198413,4,68.72725,8,0,2010
Tucked Away,Expire,spotify:track:11SDtMV8OTMaW7LSKgKeq9,0.233,0.953,10,-7.579,1,0.0461,0.00932,0.841,0.102,0.658,99.738,106440,4,18.4811,3,0,2010
Vaadi Pulla Vaadi,Hiphop Tamizha,spotify:track:5dQR15IPbFDhTVwjfZgqR0,0.473,0.941,9,-5.431,1,0.062,0.342,8.92e-05,0.275,0.303,180.195,246700,4,16.17983,9,0,2010
Drowning Without You,Fred V & Grafix,spotify:track:3S8RUI6Ox9VAQ0SrKiXAed,0.434,0.82,2,-6.355,1,0.0368,0.00712,0.0247,0.102,0.123,174.083,248089,4,22.8555,12,0,2010
Hostage,Chelsea Grin,spotify:track:6pbaTgcj9kCmw9aPg2qONs,0.501,0.987,8,-4.794,0,0.133,2.52e-05,0.275,0.365,0.213,129.981,196002,4,18.01039,8,0,2010
Busted Heart (Hold On To Me),for KING & COUNTRY,spotify:track:3p6xfj47lt8TfOax2oB2Mr,0.514,0.54,0,-6.819,1,0.0263,0.045,0.0194,0.0878,0.309,101.061,198787,4,38.42755,9,0,2010
Balm (Scaled Down Version),Peter Sandberg,spotify:track:6kvjFChxzePaNR3WOr5krg,0.353,0.0175,11,-22.767,1,0.0456,0.989,0.901,0.0971,0.286,106.507,126938,3,41.79993,5,0,2010
Can't Do Without You,Caribou,spotify:track:3n4M80UmJNHws4ZqdM7KEF,0.691,0.407,0,-9.053,1,0.0473,0.792,0.642,0.783,0.491,128.039,236400,4,91.69976,9,0,2010
Nakhreya Mari,DJ Sanj,spotify:track:5ysIp2rJDfWkXVsYAMisa9,0.64,0.944,6,-3.803,1,0.226,0.00951,0.000159,0.858,0.814,98.032,179440,4,19.90553,11,0,2010
"i'm in love with u, sorry",j'san,spotify:track:5p684vIzF5LOkmHL3I0tyM,0.578,0.288,5,-17.204,1,0.0589,0.97,0.633,0.125,0.276,94.983,90316,4,60.89476,4,0,2010
Wonder If I Take You Home (Re-Recorded / Remastered),Lisa Lisa & Cult Jam,spotify:track:33QqRNli0suoq8lBTy4ZTm,0.736,0.783,6,-7.354,0,0.0807,0.0139,0.000111,0.079,0.713,115.178,406857,4,17.99183,15,0,2010
You'll Be In My Heart - Instrumental,Fred Mollin,spotify:track:62kKo1gIWTfZEyAks2NV7F,0.636,0.321,6,-12.241,1,0.0516,0.987,0.606,0.063,0.897,94.021,90027,4,37.28531,5,0,2010
Murder Music (feat. Kabaka Pyramid & Ms. Dynamite) - SHY FX Remix,Chase & Status,spotify:track:5meStWjDFJ5CHNeOabQ0rs,0.524,0.975,9,-4.106,0,0.155,0.0018,0.0198,0.0596,0.323,174.998,196893,4,59.53034,9,0,2010
Basketball,Guru,spotify:track:6XctydBWwAbKmizlzNZofT,0.723,0.743,5,-5.753,0,0.316,0.178,0.0,0.238,0.495,79.964,210240,4,23.36166,8,0,2010
Infant Eyes,Wayne Shorter,spotify:track:3usnp7xgVuaAWp99m5mkyy,0.247,0.0119,3,-21.038,1,0.0483,0.988,0.704,0.098,0.132,77.255,414840,4,44.57116,21,0,2010
Miracle,Blackmill,spotify:track:5VQdYgOMD5DunteeIWztZs,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,356091,4,27.41772,15,0,2010
La voix du corps - Deep Beats Mix,Area 42,spotify:track:0h80AKQJpUuNq7Rc0YLbUs,0.89,0.641,1,-10.766,1,0.141,0.13,0.00136,0.0714,0.442,119.961,213500,4,30.50348,9,0,2010
Metal Mind,Kap Kap,spotify:track:7GvZSPyWk9GC2tMAviMRAi,0.626,0.591,6,-8.438,0,0.0383,0.00399,0.765,0.163,0.458,97.0,338467,4,34.71537,12,0,2010
Minimum Wage,Cass McCombs,spotify:track:1EDgPvKsqQJQsT5kz0b8SI,0.619,0.549,7,-9.379,1,0.0303,0.508,0.269,0.0712,0.245,112.848,187093,4,29.23248,12,0,2010
Heavy Metal,Guy Clark,spotify:track:4y634suir63k45F8fyJO3F,0.741,0.323,11,-12.565,0,0.35,0.757,3.75e-06,0.634,0.43,107.571,217773,4,63.7617,9,0,2010
Eating the Porridge and Killing the Bears,Heavy Heavy Low Low,spotify:track:3kgalTiEDTVr5r3cZQQ6OB,0.352,0.8,9,-5.21,1,0.113,0.000985,0.000163,0.236,0.336,136.472,98253,4,48.04432,5,0,2010
Still Rock & Roll,Brandon Lay,spotify:track:2mcZtBTeKfqzihAM65NbGp,0.693,0.815,8,-5.087,1,0.0284,0.0059,2.68e-06,0.29,0.646,108.051,227154,4,40.75955,13,0,2010
Like You - Tere Jaisi,Garry Sandhu,spotify:track:52nWVCrdY7i1LmzpNAc8te,0.862,0.766,10,-2.531,0,0.159,0.514,1.56e-05,0.0881,0.633,97.071,190515,4,26.00637,10,0,2010
Fire It Up,Damma Beatz,spotify:track:0sIBb1bILjEwri8fiV9VIP,0.679,0.606,10,-7.675,0,0.0697,0.00564,0.632,0.118,0.209,179.985,161333,4,32.67628,9,0,2010
Kodama,Alcest,spotify:track:5bHNv9KRMITaWR2puuBQdG,0.467,0.573,3,-9.266,0,0.0307,0.000917,0.788,0.341,0.248,104.938,547400,3,41.82897,14,0,2010
Melissa - Live at Graspop,King Diamond,spotify:track:15K9a83BfXaHvSDvvjmGj9,0.131,0.717,9,-11.582,0,0.0733,0.0155,0.00326,0.936,0.198,157.652,390984,3,40.6378,14,0,2010
Ocean Drive,Duke Dumont,spotify:track:0b6wdul3A5sQNpIOv03OxP,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,206320,4,52.41884,6,0,2010
Cobra,Ital Tek,spotify:track:4bLbJuvySWOn8E25ji5ihc,0.546,0.564,1,-14.672,0,0.0585,0.00238,0.712,0.382,0.0433,171.993,248387,4,90.51845,9,0,2010
Are You Metal?,Helloween,spotify:track:3cv55y6q17v5hgH4Ts6igD,0.398,0.84,2,-7.744,1,0.0512,1.69e-05,0.0722,0.318,0.231,136.408,215280,4,40.37499,10,0,2010
Kerala Song,Hiphop Tamizha,spotify:track:1vJ1p02lecwnFnYgyzXAh2,0.523,0.947,7,-2.6,1,0.258,0.163,0.0,0.451,0.653,190.013,237552,4,15.63366,12,0,2010
Pass That Shit (feat. Spinn & Taso),DJ Rashad,spotify:track:6qLsDIb6FVDWdBxZhIjHJ2,0.516,0.519,11,-10.039,0,0.403,0.0112,0.178,0.272,0.48,119.735,258024,4,58.93305,11,0,2010
The Devil's Son,Belphegor,spotify:track:4YKECVcImdlne2qtjcUOuK,0.452,0.988,2,-4.233,1,0.213,2.53e-05,0.631,0.394,0.0927,130.324,260731,4,27.9319,8,0,2010
Akuma (feat. Rachel Mcalpine),ALEX,spotify:track:39DQfjkrW2JnVbcTdjaih4,0.81,0.652,2,-7.458,1,0.0457,0.00125,0.0622,0.08,0.565,120.004,234126,4,34.00761,10,0,2010
Turn off the Lights - Radio Edit,Trevor Jackson,spotify:track:32aK4XPlafDwVImllSersn,0.595,0.647,4,-6.355,0,0.0316,0.128,0.0,0.672,0.44,62.04,209429,4,82.24373,6,0,2010
"Exit, Exist",After The Burial,spotify:track:3Ks0l9pRwBoobHURPrTNPs,0.329,0.926,10,-3.966,0,0.141,1.68e-05,0.746,0.0816,0.464,185.124,234834,4,24.03767,12,0,2010
Brazos River Blues,Eric Bibb,spotify:track:6damla4FYTiLV6ljZPsaZw,0.664,0.384,0,-10.569,1,0.0455,0.488,0.0435,0.108,0.396,116.242,151403,3,81.75236,6,0,2010
Nice Try,The Rival Mob,spotify:track:4N13JB38Fsjuag25RMBrUV,0.235,0.789,7,-7.613,1,0.0519,2.32e-06,0.92,0.192,0.324,139.35,73107,4,34.96538,4,0,2010
Yo Pe - Remix,Innoss'B,spotify:track:16hivbAazfd7Li5o5WFguM,0.472,0.838,6,-3.918,0,0.161,0.13,1.52e-05,0.283,0.818,182.816,272707,3,55.94192,13,0,2010
Kannala Kannala - The Melting Point of Love,Hiphop Tamizha,spotify:track:4nSwWiwtieiNmRAjy9fEXN,0.593,0.776,0,-4.343,0,0.0325,0.216,2.94e-05,0.329,0.634,81.992,215457,4,24.99648,10,0,2010
How Great Is Our God,Holy Communion Instrumental Duo,spotify:track:1mDMzqQCEYLVIdPPyqiVFp,0.504,0.111,0,-17.733,0,0.0433,0.97,0.924,0.111,0.191,130.487,221820,4,35.85664,11,0,2010
Oatmeal,Cass McCombs,spotify:track:5ewShVghjkFCiyNO71CmYe,0.45,0.915,5,-5.935,1,0.0687,0.00336,0.00301,0.0346,0.582,116.17,153933,4,19.72323,8,0,2010
Straighthate,Sepultura,spotify:track:7LsDbWXwOkgpbEgwitBT1j,0.263,0.856,9,-6.095,1,0.0964,0.000778,0.6,0.268,0.129,155.134,321627,4,27.66846,13,0,2010
Kuggnäs - 214,Völund Smed,spotify:track:77pdRcuYPyYK5LRefEDGjs,0.458,0.957,1,-4.486,1,0.083,0.00645,0.0,0.335,0.545,150.046,222227,4,48.23724,7,0,2010
Raggarlåten - Acoustic version,Sofie Svensson,spotify:track:5LoYFUEX9t151eb3A2eW0y,0.561,0.445,4,-7.569,1,0.0556,0.506,0.0,0.113,0.73,162.566,164746,4,37.50495,8,0,2010
Blood Walk,Cabaret Nocturne,spotify:track:2MgPVcBvbw9y9R8tC3aH5q,0.724,0.786,7,-9.393,1,0.0483,0.0138,0.85,0.111,0.0382,109.996,424500,4,18.18933,14,0,2010
